Ich bin.;I am.
Wir haben uns für das neue Fitnessstudio angemeldet, um regelmäßig trainieren zu können.;We registered for the new gym in order to be able to train regularly.
Der Handwerker hat versprochen, morgen früh zu kommen und die Heizung zu reparieren.;The craftsman promised to come tomorrow morning and repair the heating.
Wenn das Wetter schön bleibt, werden wir morgen an den See fahren und schwimmen.;If the weather stays nice, we will drive to the lake tomorrow and swim.
Ich habe gehört, dass in diesem Geschäft alles billiger ist als in anderen Läden.;I heard that everything is cheaper in this store than in other shops.
Meine Freundin hat mir erzählt, dass sie bald eine neue Stelle in Frankfurt anfängt.;My friend told me that she will soon start a new job in Frankfurt.
Nachdem ich das Rezept gelesen hatte, kaufte ich alle notwendigen Zutaten im Supermarkt.;After I had read the recipe, I bought all the necessary ingredients at the supermarket.
Der Zahnarzt hat mir gesagt, dass ich meine Zähne dreimal täglich putzen sollte.;The dentist told me that I should brush my teeth three times a day.
Obwohl der Weg sehr weit war, sind wir den ganzen Weg zu Fuß gegangen.;Although the way was very far, we walked the entire way on foot.
Ich möchte wissen, ob du schon eine Entscheidung über deine Zukunftspläne getroffen hast.;I would like to know if you have already made a decision about your future plans.
Die Politiker diskutieren über eine neue Steuerreform, die nächstes Jahr eingeführt werden soll.;The politicians are discussing a new tax reform that should be introduced next year.
Mein Vater hat mir beigebracht, wie man ein Konto eröffnet und Geld spart.;My father taught me how to open an account and save money.
Wenn ich in Rente gehe, möchte ich viel reisen und neue Kulturen kennenlernen.;When I retire, I want to travel a lot and get to know new cultures.
Der Mechaniker hat festgestellt, dass der Motor des Autos dringend ausgetauscht werden muss.;The mechanic determined that the engine of the car urgently needs to be replaced.
Ich habe mich geärgert, dass der Bus schon wieder zu spät gekommen ist.;I was annoyed that the bus came late again.
Nachdem sie das Studium abgeschlossen hatte, fand sie schnell eine interessante Arbeitsstelle.;After she had completed her studies, she quickly found an interesting job.
Meine Schwester interessiert sich sehr für Kunst und besucht oft Museen und Galerien.;My sister is very interested in art and often visits museums and galleries.
Obwohl ich ihm mehrmals geschrieben habe, hat er noch nicht auf meine Nachricht geantwortet.;Although I wrote to him several times, he has not yet responded to my message.
Der Vermieter hat angekündigt, dass die Miete ab nächstem Monat um zehn Prozent steigt.;The landlord announced that the rent will increase by ten percent starting next month.
Wenn du fleißig lernst, wirst du die Prüfung sicherlich ohne Probleme bestehen können.;If you study diligently, you will certainly be able to pass the exam without problems.
Ich habe beschlossen, weniger Zucker zu essen und mehr frisches Obst zu kaufen.;I have decided to eat less sugar and buy more fresh fruit.
Die Nachbarn haben sich darüber beschwert, dass unsere Musik zu laut gewesen ist.;The neighbors complained that our music was too loud.
Nachdem wir die Stadt besichtigt hatten, fuhren wir mit dem Auto zurück zum Hotel.;After we had visited the city, we drove back to the hotel by car.
Mein Cousin hat sich vorgenommen, nächstes Jahr mit dem Rauchen aufzuhören und gesünder zu leben.;My cousin has resolved to quit smoking next year and live healthier.
Der Direktor hat allen Mitarbeitern gratuliert, weil das Projekt erfolgreich abgeschlossen wurde.;The director congratulated all employees because the project was successfully completed.
Obwohl ich noch nie in Spanien war, kann ich schon ein bisschen Spanisch sprechen.;Although I have never been to Spain, I can already speak a little Spanish.
Ich werde versuchen, pünktlich zu sein, damit wir genug Zeit für das Meeting haben.;I will try to be on time so that we have enough time for the meeting.
Die Touristen haben viele schöne Souvenirs gekauft und Fotos von den Sehenswürdigkeiten gemacht.;The tourists bought many beautiful souvenirs and took photos of the sights.
Wenn ich Urlaub habe, schlafe ich gerne lange und verbringe Zeit mit meiner Familie.;When I have vacation, I like to sleep late and spend time with my family.
Mein Chef hat mir erlaubt, zwei Tage im Monat von zu Hause zu arbeiten.;My boss allowed me to work from home two days a month.
Nachdem der Unterricht beendet war, gingen wir alle zusammen in die Mensa essen.;After the class was over, we all went to the cafeteria together to eat.
Die Wissenschaftler haben bewiesen, dass diese neue Methode sehr effektiv und sicher ist.;The scientists have proven that this new method is very effective and safe.
Obwohl der Laden geschlossen war, konnten wir unsere Bestellung online aufgeben.;Although the store was closed, we were able to place our order online.
Ich hoffe sehr, dass du dich bald von deiner Operation erholst und gesund wirst.;I very much hope that you will soon recover from your operation and get well.
Der Richter hat entschieden, dass der Angeklagte eine Geldstrafe zahlen muss.;The judge decided that the defendant must pay a fine.
Meine Mutter hat mir geraten, warm anzuziehen, weil es draußen sehr kalt ist.;My mother advised me to dress warmly because it is very cold outside.
Wenn ich könnte, würde ich jeden Tag am Strand liegen und die Sonne genießen.;If I could, I would lie on the beach every day and enjoy the sun.
Nachdem ich den Vertrag unterschrieben hatte, gab mir der Verkäufer die Schlüssel.;After I had signed the contract, the seller gave me the keys.
Die Schüler haben sich darauf gefreut, dass die Sommerferien endlich begonnen haben.;The students were happy that the summer vacation has finally started.
Ich muss noch schnell zur Post gehen und ein wichtiges Paket abschicken.;I still have to go to the post office quickly and send an important package.
Obwohl er wenig Geld hat, ist er immer großzügig und hilft anderen Menschen.;Although he has little money, he is always generous and helps other people.
Der Trainer hat die Mannschaft gelobt, weil sie das Spiel fair gespielt hat.;The coach praised the team because they played the game fairly.
Meine Tante hat uns eingeladen, Weihnachten bei ihr zu Hause zu feiern.;My aunt invited us to celebrate Christmas at her home.
Wenn du möchtest, können wir morgen zusammen ins Kino gehen und einen Film ansehen.;If you want, we can go to the cinema together tomorrow and watch a movie.
Nachdem ich meine Zähne geputzt hatte, ging ich sofort ins Bett und schlief ein.;After I had brushed my teeth, I went straight to bed and fell asleep.
Der Minister hat betont, dass Bildung die wichtigste Investition in unsere Zukunft ist.;The minister emphasized that education is the most important investment in our future.
Ich habe versucht, das Rätsel zu lösen, aber es war einfach zu schwierig für mich.;I tried to solve the puzzle, but it was simply too difficult for me.
Obwohl wir uns gestritten haben, sind wir immer noch gute Freunde geblieben.;Although we argued, we still remained good friends.
Mein Bruder hat sich entschieden, Medizin zu studieren und später Arzt zu werden.;My brother has decided to study medicine and later become a doctor.
Die Bibliothekarin hat mir geholfen, die richtigen Bücher für meine Recherche zu finden.;The librarian helped me find the right books for my research.
Wenn es morgen regnet, werden wir das Picknick auf nächste Woche verschieben müssen.;If it rains tomorrow, we will have to postpone the picnic to next week.
Nachdem wir eingekauft hatten, kochten wir zusammen ein leckeres italienisches Abendessen.;After we had shopped, we cooked a delicious Italian dinner together.
Ich habe gelesen, dass immer mehr Menschen vegetarisch oder vegan leben möchten.;I read that more and more people want to live vegetarian or vegan.
Der Ingenieur hat erklärt, wie die neue Maschine funktioniert und bedient werden muss.;The engineer explained how the new machine works and must be operated.
Obwohl ich keine Erfahrung habe, bin ich bereit, hart zu arbeiten und zu lernen.;Although I have no experience, I am ready to work hard and learn.
Meine Freunde haben vorgeschlagen, am Wochenende gemeinsam wandern zu gehen und die Natur zu genießen.;My friends suggested going hiking together on the weekend and enjoying nature.
Wenn du diese Tabletten nimmst, solltest du keinen Alkohol trinken und viel Wasser trinken.;If you take these tablets, you should not drink alcohol and drink lots of water.
Der Autor hat ein spannendes Buch über seine Reisen durch Südamerika geschrieben.;The author wrote an exciting book about his travels through South America.
Ich habe mich gewundert, warum so viele Menschen vor dem Geschäft in der Schlange standen.;I wondered why so many people were standing in line in front of the store.
Nachdem ich meinen Führerschein gemacht hatte, kaufte ich mir sofort ein gebrauchtes Auto.;After I had gotten my driver's license, I immediately bought myself a used car.
Meine Großeltern haben uns oft besucht, als sie noch gesund und mobil waren.;My grandparents often visited us when they were still healthy and mobile.
Obwohl der Test schwierig war, haben die meisten Schüler ihn erfolgreich bestanden.;Although the test was difficult, most students passed it successfully.
Der Verkäufer hat uns verschiedene Farben und Größen gezeigt und uns gut beraten.;The seller showed us different colors and sizes and advised us well.
Ich möchte gerne einen Computerkurs besuchen, um meine technischen Fähigkeiten zu verbessern.;I would like to attend a computer course to improve my technical skills.
Wenn ich im Ausland bin, vermisse ich immer meine Familie und mein Zuhause.;When I am abroad, I always miss my family and my home.
Nachdem sie die Nachricht gehört hatte, rief sie sofort ihre Mutter an.;After she had heard the news, she immediately called her mother.
Die Feuerwehr kam schnell und konnte den Brand rechtzeitig unter Kontrolle bringen.;The fire department came quickly and was able to bring the fire under control in time.
Ich habe gehört, dass diese Universität sehr gute Professoren und moderne Ausstattung hat.;I heard that this university has very good professors and modern equipment.
Obwohl ich Angst vor Hunden habe, hat mein Nachbar einen sehr freundlichen Hund.;Although I am afraid of dogs, my neighbor has a very friendly dog.
Mein Sohn hat beschlossen, nach der Schule eine Ausbildung als Elektriker zu machen.;My son has decided to do an apprenticeship as an electrician after school.
Der Gärtner hat uns gezeigt, wie man Rosen richtig pflanzt und pflegt.;The gardener showed us how to properly plant and care for roses.
Wenn du dich gesund ernähren möchtest, solltest du viel Gemüse und wenig Fett essen.;If you want to eat healthily, you should eat lots of vegetables and little fat.
Nachdem wir den Berg erreicht hatten, genossen wir die wunderschöne Aussicht auf das Tal.;After we had reached the mountain, we enjoyed the beautiful view of the valley.
Ich habe beschlossen, jeden Morgen joggen zu gehen, um fitter zu werden.;I have decided to go jogging every morning to become fitter.
Die Krankenschwester hat dem Patienten erklärt, wie er seine Medikamente einnehmen soll.;The nurse explained to the patient how he should take his medication.
Obwohl es sehr teuer war, haben wir uns entschieden, dieses hochwertige Sofa zu kaufen.;Although it was very expensive, we decided to buy this high-quality sofa.
Mein Freund hat mir erzählt, dass er nächsten Monat nach Australien auswandern wird.;My friend told me that he will emigrate to Australia next month.
Wenn ich älter bin, möchte ich in einem kleinen Haus auf dem Land leben.;When I am older, I want to live in a small house in the countryside.
Der Wissenschaftler hat eine wichtige Entdeckung gemacht, die vielen kranken Menschen helfen könnte.;The scientist made an important discovery that could help many sick people.
Nachdem wir die Prüfung bestanden hatten, feierten wir den ganzen Abend mit unseren Freunden.;After we had passed the exam, we celebrated all evening with our friends.
Ich habe vor, nächstes Jahr eine neue Sprache zu lernen und vielleicht Französisch zu wählen.;I plan to learn a new language next year and perhaps choose French.
Die Lehrerin hat den Eltern erklärt, dass ihre Kinder mehr Unterstützung zu Hause brauchen.;The teacher explained to the parents that their children need more support at home.
Obwohl ich viel Arbeit habe, versuche ich, jeden Tag etwas Sport zu treiben.;Although I have a lot of work, I try to do some sports every day.
Mein Vater hat sich über das schöne Geschenk sehr gefreut und uns herzlich gedankt.;My father was very happy about the beautiful gift and thanked us warmly.
Wenn du Probleme hast, kannst du jederzeit zu mir kommen und mit mir darüber sprechen.;If you have problems, you can always come to me and talk to me about it.
Nachdem der Regen aufgehört hatte, gingen wir spazieren und atmeten die frische Luft ein.;After the rain had stopped, we went for a walk and breathed in the fresh air.
Der Journalist hat einen kritischen Artikel über die Umweltpolitik der Regierung veröffentlicht.;The journalist published a critical article about the government's environmental policy.
Ich muss heute noch die Küche putzen und den Müll nach draußen bringen.;I still have to clean the kitchen today and take the garbage outside.
Obwohl sie sehr schüchtern ist, hat sie vor vielen Menschen eine Rede gehalten.;Although she is very shy, she gave a speech in front of many people.
Meine Cousine hat mir geholfen, meinen Lebenslauf zu schreiben und Bewerbungen zu verschicken.;My cousin helped me write my resume and send applications.
Der Bäcker hat uns empfohlen, das frische Vollkornbrot zu probieren, das sehr gesund ist.;The baker recommended that we try the fresh whole grain bread, which is very healthy.
Wenn ich mehr Geld verdienen würde, könnte ich mir ein größeres Haus leisten.;If I earned more money, I could afford a bigger house.
Nachdem ich das Interview gelesen hatte, verstand ich seine Position viel besser.;After I had read the interview, I understood his position much better.
Ich habe gehört, dass diese Stadt besonders schön im Frühling ist, wenn alles blüht.;I heard that this city is especially beautiful in spring when everything blooms.
Die Passagiere mussten lange warten, bis das Flugzeug endlich starten konnte.;The passengers had to wait a long time until the plane could finally take off.
Obwohl wir verschiedene Meinungen haben, respektieren wir einander und diskutieren friedlich.;Although we have different opinions, we respect each other and discuss peacefully.
Mein Neffe hat zum ersten Mal ein Tor geschossen und war sehr stolz darauf.;My nephew scored a goal for the first time and was very proud of it.
Wenn du früher Bescheid gesagt hättest, hätten wir dir helfen können.;If you had let us know earlier, we could have helped you.
Der Polizist hat uns erklärt, wo wir parken dürfen und wo es verboten ist.;The police officer explained to us where we may park and where it is forbidden.
Nachdem sie ihr Baby bekommen hatte, blieb sie sechs Monate zu Hause.;After she had her baby, she stayed home for six months.
Ich finde es wichtig, dass wir alle mehr auf unsere Umwelt achten und weniger Müll produzieren.;I think it is important that we all pay more attention to our environment and produce less waste.
Die Sekretärin hat alle Teilnehmer angerufen und ihnen den neuen Termin mitgeteilt.;The secretary called all participants and informed them of the new date.
Obwohl ich kein Talent für Musik habe, höre ich gerne klassische Konzerte.;Although I have no talent for music, I like to listen to classical concerts.
Mein Bruder hat mir versprochen, mir beim Umzug zu helfen und Möbel zu tragen.;My brother promised me to help me with the move and carry furniture.
Wenn das Projekt rechtzeitig fertig wird, bekommen wir einen Bonus von der Firma.;If the project is finished on time, we will get a bonus from the company.
Nachdem wir das Problem besprochen hatten, fanden wir schnell eine gute Lösung.;After we had discussed the problem, we quickly found a good solution.
Der Apotheker hat mir ein wirksames Mittel gegen Kopfschmerzen empfohlen.;The pharmacist recommended an effective remedy for headaches to me.
Ich habe mich entschieden, mehr Bücher zu lesen und weniger Zeit am Computer zu verbringen.;I have decided to read more books and spend less time on the computer.
Obwohl der Weg gefährlich war, haben die Bergsteiger den Gipfel erfolgreich erreicht.;Although the path was dangerous, the mountaineers successfully reached the summit.
Meine Nachbarin hat mir angeboten, auf meine Katze aufzupassen, während ich im Urlaub bin.;My neighbor offered to look after my cat while I am on vacation.
Der Verkehr war heute Morgen besonders schlimm wegen eines Unfalls auf der Autobahn.;The traffic was particularly bad this morning because of an accident on the highway.
Wenn ich Kinder hätte, würde ich ihnen beibringen, ehrlich und respektvoll zu sein.;If I had children, I would teach them to be honest and respectful.
Nachdem er seine Rede gehalten hatte, gab es großen Applaus vom Publikum.;After he had given his speech, there was great applause from the audience.
Ich hoffe, dass die neue Regierung die versprochenen Reformen wirklich umsetzt.;I hope that the new government really implements the promised reforms.
Die Studenten haben eine Petition unterschrieben, um gegen die Studiengebühren zu protestieren.;The students signed a petition to protest against the tuition fees.
Obwohl ich Vegetarier bin, respektiere ich Menschen, die Fleisch essen.;Although I am a vegetarian, I respect people who eat meat.
Mein Chef hat mir eine interessante Aufgabe gegeben, die meine Kreativität erfordert.;My boss gave me an interesting task that requires my creativity.
Wenn du regelmäßig übst, wirst du bald sehr gut Klavier spielen können.;If you practice regularly, you will soon be able to play the piano very well.
Der Architekt hat einen innovativen Plan für das neue Stadtzentrum entworfen.;The architect designed an innovative plan for the new city center.
Nachdem wir den Vertrag gelesen hatten, stellten wir fest, dass einige Bedingungen unklar waren.;After we had read the contract, we found that some conditions were unclear.
Ich muss daran denken, meine Pflanzen regelmäßig zu gießen, damit sie nicht vertrocknen.;I must remember to water my plants regularly so that they don't dry out.
Obwohl sie erst fünf Jahre alt ist, kann meine Nichte schon lesen und schreiben.;Although she is only five years old, my niece can already read and write.
Meine Freunde haben beschlossen, gemeinsam ein Restaurant zu eröffnen und ihr eigenes Geschäft zu führen.;My friends have decided to open a restaurant together and run their own business.
Der Verkäufer hat uns versichert, dass wir die Ware innerhalb von drei Tagen zurückgeben können.;The seller assured us that we can return the goods within three days.
Wenn ich einen Wunsch frei hätte, würde ich mir Weltfrieden wünschen.;If I had one wish, I would wish for world peace.
Nachdem ich meinen Kaffee getrunken hatte, fühlte ich mich wacher und energiegeladener.;After I had drunk my coffee, I felt more awake and energized.
Ich habe vor, mehr Zeit mit meinen Großeltern zu verbringen, solange sie noch leben.;I plan to spend more time with my grandparents while they are still alive.
Die Forscher haben herausgefunden, dass Schlaf sehr wichtig für unser Gedächtnis ist.;The researchers have found out that sleep is very important for our memory.
Obwohl das Hotel teuer war, war der Service ausgezeichnet und das Zimmer sehr komfortabel.;Although the hotel was expensive, the service was excellent and the room very comfortable.
Mein Sohn hat sich für einen Kurs angemeldet, um Programmieren zu lernen.;My son registered for a course to learn programming.
Wenn du deine Ziele erreichen möchtest, musst du hart arbeiten und nie aufgeben.;If you want to achieve your goals, you must work hard and never give up.
Der Busfahrer hat uns darüber informiert, dass die nächste Haltestelle der Hauptbahnhof ist.;The bus driver informed us that the next stop is the main train station.
Nachdem wir das Fußballspiel gesehen hatten, diskutierten wir über die Leistung der Spieler.;After we had watched the football game, we discussed the performance of the players.
Ich habe gelesen, dass diese Pflanze viel Sonnenlicht und wenig Wasser braucht.;I read that this plant needs a lot of sunlight and little water.
Die Eltern haben ihren Kindern erklärt, warum es wichtig ist, höflich zu sein.;The parents explained to their children why it is important to be polite.
Obwohl ich mich verlaufen hatte, fand ich schließlich den richtigen Weg zum Museum.;Although I had gotten lost, I finally found the right way to the museum.
Meine Schwester hat mir geraten, eine Versicherung für mein neues Auto abzuschließen.;My sister advised me to take out insurance for my new car.
Wenn ich im Lotto gewinnen würde, würde ich einen Teil des Geldes spenden.;If I won the lottery, I would donate part of the money.
Der Trainer hat die Spieler motiviert, ihr Bestes zu geben und niemals aufzugeben.;The coach motivated the players to give their best and never give up.
Nachdem ich die E-Mail verschickt hatte, bemerkte ich, dass ich einen Anhang vergessen hatte.;After I had sent the email, I noticed that I had forgotten an attachment.
Ich habe beschlossen, meine alten Kleider zu spenden, anstatt sie wegzuwerfen.;I have decided to donate my old clothes instead of throwing them away.
Obwohl er sehr beschäftigt ist, findet er immer Zeit für seine Familie.;Although he is very busy, he always finds time for his family.
Die Bibliothek hat ihre Öffnungszeiten erweitert, damit mehr Studenten sie nutzen können.;The library has extended its opening hours so that more students can use it.
Mein Vater hat mir beigebracht, dass Ehrlichkeit und Vertrauen das Wichtigste im Leben sind.;My father taught me that honesty and trust are the most important things in life.
Wenn du nach Berlin kommst, können wir uns treffen und zusammen die Stadt erkunden.;If you come to Berlin, we can meet and explore the city together.
Nachdem ich den Arzt besucht hatte, fühlte ich mich beruhigt und weniger besorgt.;After I had visited the doctor, I felt reassured and less worried.
Der Künstler hat ein beeindruckendes Gemälde geschaffen, das in der Galerie ausgestellt wird.;The artist created an impressive painting that will be exhibited in the gallery.
Ich muss heute noch meine Steuererklärung machen und alle Belege zusammensuchen.;I still have to do my tax return today and gather all the receipts.
Obwohl ich Angst vor Prüfungen habe, bereite ich mich immer gut vor.;Although I am afraid of exams, I always prepare well.
Meine Kollegin hat mir empfohlen, dieses Buch zu lesen, weil es sehr inspirierend ist.;My colleague recommended that I read this book because it is very inspiring.
Der Tierarzt hat unserem Hund eine Impfung gegeben und ihn gründlich untersucht.;The veterinarian gave our dog a vaccination and examined him thoroughly.
Wenn ich früher aufstehe, habe ich mehr Zeit für ein gesundes Frühstück.;If I get up earlier, I have more time for a healthy breakfast.
Nachdem wir die Ausstellung besucht hatten, tranken wir Kaffee in einem netten Café.;After we had visited the exhibition, we drank coffee in a nice café.
Ich habe gehört, dass dieser Film sehr emotional ist und viele Menschen zum Weinen bringt.;I heard that this film is very emotional and makes many people cry.
Die Schüler haben ein Theaterstück aufgeführt, das von den Eltern begeistert aufgenommen wurde.;The students performed a play that was enthusiastically received by the parents.
Obwohl ich keine Kocherfahrung habe, möchte ich lernen, komplizierte Gerichte zuzubereiten.;Although I have no cooking experience, I want to learn to prepare complicated dishes.
Mein Bruder hat sich einen Traum erfüllt und ist um die Welt gereist.;My brother fulfilled a dream and traveled around the world.
Wenn du dich konzentrierst, kannst du diese Aufgabe in kurzer Zeit erledigen.;If you concentrate, you can complete this task in a short time.
Der Bürgermeister hat versprochen, mehr Spielplätze für Kinder in der Stadt zu bauen.;The mayor promised to build more playgrounds for children in the city.
Nachdem ich das Problem erkannt hatte, suchte ich sofort nach einer passenden Lösung.;After I had recognized the problem, I immediately looked for a suitable solution.
Ich finde es schade, dass so wenige Menschen sich für Politik interessieren.;I think it's a shame that so few people are interested in politics.
Die Krankenschwester hat den Patienten getröstet und ihm Mut zugesprochen.;The nurse comforted the patient and gave him courage.
Obwohl ich wenig Erfahrung habe, bin ich sehr motiviert und lernbereit.;Although I have little experience, I am very motivated and willing to learn.
Mein Onkel hat ein erfolgreiches Unternehmen aufgebaut und beschäftigt viele Mitarbeiter.;My uncle built a successful company and employs many workers.
Wenn ich Zeit und Geld hätte, würde ich gerne ein Jahr lang durch Asien reisen.;If I had time and money, I would like to travel through Asia for a year.
Der Lehrer hat den Schülern erklärt, wie wichtig es ist, regelmäßig zu wiederholen.;The teacher explained to the students how important it is to review regularly.
Nachdem wir uns verabschiedet hatten, fuhren wir mit gemischten Gefühlen nach Hause.;After we had said goodbye, we drove home with mixed feelings.
Ich habe beschlossen, meine Gewohnheiten zu ändern und ein gesünderes Leben zu führen.;I have decided to change my habits and lead a healthier life.
Obwohl die Aufgabe schwierig war, haben wir sie gemeinsam erfolgreich gelöst.;Although the task was difficult, we solved it successfully together.
Die Wissenschaftler warnen davor, dass der Klimawandel ernsthafte Folgen haben wird.;The scientists warn that climate change will have serious consequences.
Meine Freundin hat sich sehr über die Überraschungsparty gefreut, die wir organisiert haben.;My girlfriend was very happy about the surprise party that we organized.
Wenn du Fragen hast, zögere nicht, mich anzurufen oder mir eine Nachricht zu schicken.;If you have questions, don't hesitate to call me or send me a message.
Der Handwerker hat versprochen, die Reparatur schnell und professionell durchzuführen.;The craftsman promised to carry out the repair quickly and professionally.
Nachdem ich die Wahrheit erfahren hatte, war ich enttäuscht und wütend zugleich.;After I had learned the truth, I was disappointed and angry at the same time.
Ich hoffe sehr, dass du deinen Traumjob findest und glücklich damit wirst.;I very much hope that you find your dream job and will be happy with it.
Die Musiker haben ein wunderbares Konzert gegeben, das alle Zuhörer begeistert hat.;The musicians gave a wonderful concert that thrilled all the listeners.
Obwohl ich viel zu tun habe, nehme ich mir immer Zeit für meine Hobbys.;Although I have a lot to do, I always make time for my hobbies.
Mein Großvater hat mir viele interessante Geschichten aus seiner Jugend erzählt.;My grandfather told me many interesting stories from his youth.
Wenn du ehrlich bist, werden die Menschen dir vertrauen und dich respektieren.;If you are honest, people will trust you and respect you.
Der Verkäufer hat uns verschiedene Optionen gezeigt und uns Zeit zum Nachdenken gegeben.;The seller showed us different options and gave us time to think.
Nachdem wir die Nachrichten gesehen hatten, sprachen wir über die aktuelle politische Situation.;After we had watched the news, we talked about the current political situation.
Ich muss daran denken, rechtzeitig einen Tisch im Restaurant zu reservieren.;I must remember to reserve a table at the restaurant in time.
Obwohl ich nicht religiös bin, respektiere ich die Überzeugungen anderer Menschen.;Although I am not religious, I respect the beliefs of other people.
Die Regierung hat neue Gesetze eingeführt, um die Wirtschaft zu stärken.;The government introduced new laws to strengthen the economy.
Meine Tochter hat sich entschieden, Psychologie zu studieren und Menschen zu helfen.;My daughter has decided to study psychology and help people.
Wenn du gesund bleiben möchtest, solltest du ausreichend schlafen und wenig Stress haben.;If you want to stay healthy, you should sleep enough and have little stress.
Der Fotograf hat wunderschöne Bilder von der Hochzeit gemacht, die uns sehr gefallen.;The photographer took beautiful pictures of the wedding that we really like.
Nachdem ich meine Arbeit beendet hatte, ging ich nach Hause und entspannte mich.;After I had finished my work, I went home and relaxed.
Ich habe vor, nächstes Jahr einen Marathon zu laufen und dafür hart zu trainieren.;I plan to run a marathon next year and train hard for it.
Die Kinder haben im Kunstunterricht kreative Bilder gemalt und waren sehr stolz darauf.;The children painted creative pictures in art class and were very proud of them.
Obwohl das Wetter schlecht war, hatten wir einen schönen Tag am Meer.;Although the weather was bad, we had a nice day at the sea.
Mein Nachbar hat mir geholfen, meinen kaputten Zaun zu reparieren und zu streichen.;My neighbor helped me repair and paint my broken fence.
Wenn ich könnte, würde ich die Zeit zurückdrehen und einige Fehler vermeiden.;If I could, I would turn back time and avoid some mistakes.
Der Anwalt hat seinem Mandanten geraten, die Wahrheit zu sagen und ehrlich zu sein.;The lawyer advised his client to tell the truth and be honest.
Nachdem sie ihre Ausbildung abgeschlossen hatte, bekam sie mehrere interessante Jobangebote.;After she had completed her training, she received several interesting job offers.
Ich finde es wichtig, dass wir alle tolerant sind und Vielfalt akzeptieren.;I think it is important that we are all tolerant and accept diversity.
Die Passagiere haben sich beschwert, dass die Fluggesellschaft ihr Gepäck verloren hat.;The passengers complained that the airline lost their luggage.
Obwohl ich keine technischen Kenntnisse habe, versuche ich, neue Programme zu lernen.;Although I have no technical knowledge, I try to learn new programs.
Mein Chef hat mich gelobt, weil ich das Projekt pünktlich und erfolgreich abgeschlossen habe.;My boss praised me because I completed the project on time and successfully.
Wenn du nach Paris fährst, musst du unbedingt den Eiffelturm und das Louvre besuchen.;If you go to Paris, you must definitely visit the Eiffel Tower and the Louvre.
Der Koch hat uns ein köstliches Menü serviert, das aus fünf verschiedenen Gängen bestand.;The chef served us a delicious menu that consisted of five different courses.
Nachdem ich die Anleitung gelesen hatte, konnte ich das Gerät problemlos installieren.;After I had read the instructions, I could install the device without problems.
Ich habe gehört, dass dieses Buch sehr spannend ist und man es nicht weglegen kann.;I heard that this book is very exciting and you cannot put it down.
Die Lehrerin hat die Klasse ermutigt, mehr Fragen zu stellen und aktiv mitzumachen.;The teacher encouraged the class to ask more questions and participate actively.
Obwohl ich müde war, konnte ich nicht einschlafen, weil ich zu viel nachgedacht habe.;Although I was tired, I could not fall asleep because I thought too much.
Mein Freund hat mir erzählt, dass er bald heiraten und eine Familie gründen wird.;My friend told me that he will soon marry and start a family.
Wenn du deine Meinung änderst, sag mir bitte sofort Bescheid.;If you change your mind, please let me know immediately.
Der Arzt hat mir empfohlen, mehr Vitamine zu nehmen und mich ausgewogen zu ernähren.;The doctor recommended that I take more vitamins and eat a balanced diet.
Nachdem wir den Plan besprochen hatten, begannen wir sofort mit der Umsetzung.;After we had discussed the plan, we immediately began with the implementation.
Ich möchte gerne wissen, ob es in dieser Stadt gute Restaurants und Cafés gibt.;I would like to know if there are good restaurants and cafés in this city.
Die Touristen haben sich über die schlechte Organisation der Führung beschwert.;The tourists complained about the poor organization of the tour.
Obwohl ich Angst vor Höhe habe, bin ich auf den Turm gestiegen und habe die Aussicht genossen.;Although I am afraid of heights, I climbed the tower and enjoyed the view.
Meine Mutter hat mir beigebracht, immer dankbar zu sein für das, was ich habe.;My mother taught me to always be grateful for what I have.
Wenn es dir nicht gut geht, solltest du zum Arzt gehen und dich untersuchen lassen.;If you don't feel well, you should go to the doctor and get examined.
Der Geschäftsführer hat angekündigt, dass die Firma expandieren und neue Märkte erschließen wird.;The managing director announced that the company will expand and open up new markets.
Nachdem ich den Schlüssel verloren hatte, musste ich einen Schlüsseldienst rufen.;After I had lost the key, I had to call a locksmith.
Ich habe beschlossen, öfter mit dem Fahrrad zu fahren und weniger das Auto zu benutzen.;I have decided to ride my bike more often and use the car less.
Obwohl wir unterschiedliche Charaktere haben, verstehen wir uns sehr gut.;Although we have different characters, we get along very well.
Die Schüler haben eine Klassenfahrt nach Rom gemacht und viele Sehenswürdigkeiten besichtigt.;The students took a class trip to Rome and visited many sights.
Mein Cousin hat sich einen neuen Laptop gekauft, weil sein alter zu langsam geworden war.;My cousin bought himself a new laptop because his old one had become too slow.
Wenn du Erfolg haben möchtest, musst du diszipliniert sein und an dir arbeiten.;If you want to be successful, you must be disciplined and work on yourself.
Der Direktor hat alle Mitarbeiter zu einer wichtigen Besprechung eingeladen.;The director invited all employees to an important meeting.
Nachdem wir das Theater verlassen hatten, gingen wir noch in eine Bar.;After we had left the theater, we went to a bar.
Ich finde es beeindruckend, wie viel diese junge Frau schon erreicht hat.;I find it impressive how much this young woman has already achieved.
Die Polizei hat den Täter gefasst und vor Gericht gestellt.;The police caught the perpetrator and brought him to court.
Obwohl ich kein Geld habe, bin ich glücklich und zufrieden mit meinem Leben.;Although I have no money, I am happy and satisfied with my life.
Meine Schwester hat sich über die Beförderung sehr gefreut und war sehr stolz.;My sister was very happy about the promotion and was very proud.
